transaction_id,customer_id,order_id,payment_method,amount_paid
874,35,500,china-unionpay,$3.49
875,445,917,laser,$23.90
876,639,532,maestro,$5.83
877,860,75,bankcard,$44.04
878,928,630,jcb,$34.58
879,210,975,jcb,$36.32
880,217,843,americanexpress,$32.30
881,690,845,jcb,$18.83
882,428,679,jcb,$12.66
883,360,485,mastercard,$10.49
884,397,550,jcb,$41.02
885,763,929,jcb,$19.87
886,828,761,jcb,$29.29
887,356,344,visa,$5.80
888,163,93,jcb,$45.30
889,199,443,jcb,$29.95
890,235,217,jcb,$44.80
891,969,144,jcb,$9.58
892,605,213,visa,$46.86
893,84,880,china-unionpay,$5.20
894,80,212,visa-electron,$47.17
895,132,720,diners-club-us-ca,$7.19
896,995,448,jcb,$42.01
897,165,957,bankcard,$24.11
898,289,843,jcb,$37.80
899,408,244,instapayment,$48.50
900,912,198,jcb,$17.23
901,569,346,maestro,$37.04
902,859,495,mastercard,$7.84
903,458,41,jcb,$25.45
904,811,364,mastercard,$43.59
905,221,77,maestro,$33.40
906,598,941,maestro,$34.57
907,28,335,mastercard,$44.66
908,576,144,jcb,$37.95
909,922,806,jcb,$7.32
910,569,231,solo,$16.08
911,832,706,jcb,$12.37
912,971,291,jcb,$44.84
913,894,618,jcb,$46.60
914,912,930,laser,$3.54
915,565,24,mastercard,$32.25
916,560,733,jcb,$12.67
917,365,323,americanexpress,$21.90
918,512,903,visa-electron,$18.71
919,248,538,jcb,$10.88
920,587,459,china-unionpay,$15.01
921,637,160,instapayment,$40.47
922,398,419,diners-club-us-ca,$32.07
923,430,357,jcb,$23.07
924,255,349,jcb,$5.74
925,462,362,jcb,$46.20
926,302,971,china-unionpay,$25.00
927,970,848,diners-club-us-ca,$34.98
928,517,507,americanexpress,$41.96
929,855,290,mastercard,$6.83
930,953,389,visa-electron,$9.33
931,228,524,mastercard,$29.88
932,699,741,mastercard,$46.20
933,827,659,americanexpress,$49.07
934,160,230,jcb,$16.79
935,4,662,jcb,$18.44
936,816,959,visa,$48.78
937,23,915,maestro,$30.14
938,425,497,diners-club-enroute,$10.89
939,201,883,jcb,$11.75
940,251,918,jcb,$12.18
941,66,29,jcb,$20.07
942,246,409,china-unionpay,$48.24
943,186,782,americanexpress,$6.91
944,30,762,visa,$20.09
945,994,594,mastercard,$4.00
946,330,304,instapayment,$38.58
947,810,910,switch,$12.06
948,742,471,maestro,$14.62
949,398,458,maestro,$40.90
950,916,735,laser,$6.57
951,813,39,jcb,$42.66
952,572,184,switch,$47.07
953,76,57,jcb,$3.90
954,964,730,visa-electron,$8.25
955,575,901,jcb,$34.39
956,191,309,bankcard,$16.32
957,777,517,jcb,$48.64
958,879,151,jcb,$16.27
959,590,632,jcb,$28.48
960,974,475,mastercard,$28.05
961,382,649,diners-club-carte-blanche,$22.60
962,776,329,jcb,$47.35
963,730,683,jcb,$4.50
964,70,757,diners-club-enroute,$31.45
965,14,557,diners-club-enroute,$31.95
966,22,773,china-unionpay,$33.05
967,288,892,bankcard,$39.43
968,163,282,maestro,$3.74
969,595,864,jcb,$18.53
970,96,165,visa-electron,$37.34
971,119,604,mastercard,$28.79
972,651,714,jcb,$23.17
973,349,801,maestro,$34.32
974,228,568,jcb,$30.56
975,926,49,maestro,$46.53
976,885,298,americanexpress,$37.77
977,752,644,jcb,$44.13
978,516,974,visa-electron,$8.67
979,971,90,china-unionpay,$42.81
980,648,871,jcb,$29.52
981,326,715,china-unionpay,$7.84
982,589,961,americanexpress,$24.68
983,468,69,maestro,$29.34
984,562,591,jcb,$8.91
985,862,516,diners-club-international,$44.52
986,593,259,jcb,$12.65
987,186,524,mastercard,$33.22
988,321,620,jcb,$9.45
989,231,202,jcb,$16.16
990,951,890,mastercard,$31.22
991,234,435,americanexpress,$18.52
992,798,390,visa-electron,$49.74
993,434,588,solo,$30.95
994,759,687,jcb,$31.34
995,488,869,mastercard,$5.38
996,423,518,jcb,$13.66
997,930,718,mastercard,$29.89
998,210,744,jcb,$43.04
999,721,840,switch,$49.28
1000,389,137,americanexpress,$41.07
